##The total sample size of case group is 25.
##The total sample size of control group is 25.
Marker1	Marker2	group1_pearson	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_pearson	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
1	69	-0.544796	-0.773436	-0.190714	-3.115729	25	0.213201	-0.275868	-0.605051	0.133861	-1.376429	25	0.213201	-1.087013	0.277031
1	70	-0.104756	-0.480024	0.302920	-0.505171	25	0.213201	-0.345012	-0.651352	0.058038	-1.762860	25	0.213201	0.844507	0.398386
1	71	0.080231	-0.325216	0.460761	0.386021	25	0.213201	-0.015956	-0.408517	0.381588	-0.076530	25	0.213201	0.319594	0.749276
1	72	0.012109	-0.384870	0.405307	0.058078	25	0.213201	0.177312	-0.234237	0.534968	0.864048	25	0.213201	-0.554194	0.579446
1	73	0.113741	-0.294639	0.486991	0.549044	25	0.213201	-0.033518	-0.423053	0.366473	-0.160838	25	0.213201	0.490084	0.624075
1	74	-0.282922	-0.609879	0.126339	-1.414645	25	0.213201	0.802578	0.596658	0.909338	6.452179	25	0.213201	-4.632232	3.617450e-06
1	75	0.045143	-0.356351	0.432564	0.216719	25	0.213201	0.470943	0.093137	0.730200	2.560254	25	0.213201	-1.545904	0.122128
1	76	-0.089091	-0.467761	0.317214	-0.428969	25	0.213201	0.509167	0.142749	0.752840	2.837189	25	0.213201	-2.158896	0.030858
1	77	0.208404	-0.203490	0.557622	1.021908	25	0.213201	0.810209	0.610529	0.913042	6.629175	25	0.213201	-3.038479	0.002378
1	78	0.032254	-0.367568	0.422013	0.154764	25	0.213201	0.525346	0.164318	0.762252	2.960986	25	0.213201	-1.828886	0.067417
1	79	0.365207	-0.034978	0.664459	1.881431	25	0.213201	0.820596	0.629608	0.918056	6.886057	25	0.213201	-2.572899	0.010085
1	80	-0.298209	-0.620259	0.109875	-1.498334	25	0.213201	0.519951	0.157088	0.759125	2.919233	25	0.213201	-2.931317	0.003375
1	81	0.287317	-0.121629	0.612875	1.438579	25	0.213201	0.731519	0.473145	0.874021	5.145407	25	0.213201	-2.110531	0.034813
1	82	-0.042653	-0.430534	0.358527	-0.204741	25	0.213201	0.521875	0.159662	0.760242	2.934071	25	0.213201	-2.061588	0.039247
1	83	0.009097	-0.387433	0.402786	0.043629	25	0.213201	-0.096515	-0.473591	0.310463	-0.465040	25	0.213201	0.351275	0.725382
